Detailed Report:	=HYPERLINK("\\192.168.162.106\vixrpt\alerts\RT\202512\20251210")
(13:30:15)VIX alert is triggered by condition 5 & 8
condition1: ori_VIX changes >= 2%
condition2: ori_VIX changes <= 0.8% while forward changes >= 0.25%
condition3: ori_VIX changes >= 6% or ori_VIX changes <= 3% while forward changes >= 0.75% between open (09:00:00) today and close of the previous trading day
condition4: ori_VIX did not change for at least 4 times
condition5: using last near sigma
condition6: using last next sigma when next term weight >= 50%
condition7: Index level filtering has been triggered for 4 times in a row (2.5%)
condition8: The number of option series used for sigma calculation decreases for at least 15%

date	time	nearT	nearW	nearForward	nearK0	nearSigma^2	No of nearSeries	nearType	nextT	nextW	nextForward	nextK0	nextSigma^2	No of nextSeries	nextType	ori_vix	vix	ori_vix_change
20251210	133000	0.0191780822	0.3428571429	28390.0000000000	28350	0.0338640490	117	0	0.1150684932	0.6571428571	28415.0000000000	28400	0.0413899770	103	0	20.1960151351	20.20
20251210	133015	0.0191776065	0.3428521825	28385.0000000000	28350	0.0338640490	98	I,B	0.1150680175	0.6571478175	28413.0000000000	28400	0.0426202465	89	0	20.4743200537	20.47	0.0137801896
month	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	contribWeightDiff	contribDiff(%)
202601	133000	   	27500	404	0.0198019802	0.0000535208	2.24737511%	133015	   	27500	417.5	0.0838323353	0.0000553092	2.25547601%	0.00810090%	3.34150461%
202601	133000	   	27600	431	0.0510440835	0.0000566847	2.38022944%	133015	   	27600	431.5	0.0393974508	0.0000567504	2.31424728%	-0.06598216%	0.11590429%
202601	133000	   	27700	460	0.0304347826	0.0000600627	2.52207398%	133015	   	27700	460.5	0.0412595005	0.0000601280	2.45198379%	-0.07009019%	0.10871972%
202601	133000	   	27800	490	0.0367346939	0.0000635204	2.66726517%	133015	   	27800	490.5	0.0346585117	0.0000635852	2.59296633%	-0.07429885%	0.10201447%
202601	133000	   	27900	522.5	0.0287081340	0.0000672488	2.82382325%	133015	   	27900	522.5	0.0287081340	0.0000672488	2.74236574%	-0.08145751%	0.00000000%
202601	133000	   	28000	557.5	0.0269058296	0.0000712419	2.99149626%	133015	   	28000	557.5	0.0269058296	0.0000712419	2.90520196%	-0.08629429%	0.00000000%
202601	133000	   	28100	595	0.0168067227	0.0000754937	3.17003226%	133015	   	28100	597.5	0.0251046025	0.0000758109	3.09152304%	-0.07850921%	0.42016751%
202601	133000	   	28200	630	0.0317460317	0.0000793686	3.33274196%	133015	   	28200	632.5	0.0237154150	0.0000796836	3.24944943%	-0.08329254%	0.39688239%
202601	133000	   	28300	675	0.0148148148	0.0000844379	3.54560535%	133015	   	28300	677.5	0.0221402214	0.0000847506	3.45607865%	-0.08952670%	0.37033133%
202601	133000	ATM	28400	728.75	0.0170656498	0.0000905208	3.80103049%	133015	ATM	28400	726.25	0.0171588377	0.0000902103	3.67872194%	-0.12230855%	-0.34301509%
202601	133000	   	28500	677.5	0.0369003690	0.0000835653	3.50896428%	133015	   	28500	675	0.0296296296	0.0000832569	3.39516646%	-0.11379782%	-0.36905270%
202601	133000	   	28600	625	0.0320000000	0.0000765516	3.21445420%	133015	   	28600	627.5	0.0239043825	0.0000768578	3.13421500%	-0.08023920%	0.39999164%
202601	133000	   	28700	577.5	0.0259740260	0.0000702416	2.94949297%	133015	   	28700	580	0.0344827586	0.0000705457	2.87681134%	-0.07268163%	0.43293433%
202601	133000	   	28800	530	0.0188679245	0.0000640173	2.68813035%	133015	   	28800	530	0.0188679245	0.0000640173	2.61058711%	-0.07754324%	0.00000000%
202601	133000	   	28900	488	0.0409836066	0.0000585370	2.45800879%	133015	   	28900	486	0.0370370370	0.0000582971	2.37732078%	-0.08068801%	-0.40982626%
202601	133000	   	29000	444	0.0180180180	0.0000528924	2.22098816%	133015	   	29000	447	0.0313199105	0.0000532498	2.17149491%	-0.04949325%	0.67571144%
202601	133000	   	29100	401.5	0.0224159402	0.0000475014	1.99461637%	133015	   	29100	401	0.0249376559	0.0000474422	1.93466447%	-0.05995191%	-0.12462791%
202601	133000	   	29200	364.5	0.0411522634	0.0000428290	1.79841909%	133015	   	29200	367.5	0.0517006803	0.0000431815	1.76091568%	-0.03750342%	0.82304046%
202601	133000	   	29300	327	0.0183486239	0.0000381609	1.60240237%	133015	   	29300	327	0.0183486239	0.0000381609	1.55617862%	-0.04622375%	0.00000000%
202601	133000	   	29400	301.5	0.1094527363	0.0000349461	1.46741071%	133015	   	29400	303.5	0.0889621087	0.0000351779	1.43453367%	-0.03287705%	0.66330721%
202601	133000	   	29500	269.5	0.0779220779	0.0000310257	1.30279043%	133015	   	29500	269.5	0.0853432282	0.0000310257	1.26520944%	-0.03758099%	0.00000000%
202601	133000	   	29600	249.5	0.0761523046	0.0000285295	1.19797328%	133015	   	29600	246.5	0.0527383367	0.0000281864	1.14942449%	-0.04854879%	-1.20261484%
202601	133000	   	29700	222.5	0.0404494382	0.0000252711	1.06115083%	133015	   	29700	222.5	0.0404494382	0.0000252711	1.03054030%	-0.03061052%	0.00000000%
202601	133000	   	29800	192.5	0.0779220779	0.0000217172	0.91192013%	133015	   	29800	192.5	0.0675324675	0.0000217172	0.88561439%	-0.02630573%	0.00000000%
202601	133000	   	29900	135	0.9629629630	0.0000151286	0.63526029%	133015	   	29900	135	0.9629629630	0.0000151286	0.61693524%	-0.01832506%	0.00000000%
202601	133000	   	30000	156.5	0.0447284345	0.0000174212	0.73152814%	133015	   	30000	156.5	0.0447284345	0.0000174212	0.71042609%	-0.02110205%	0.00000000%
202601	133000	   	30100	139	0.1007194245	0.0000153705	0.64541784%	133015	   	30100	151	0.3046357616	0.0000166975	0.68091404%	0.03549620%	8.63342116%
202601	133000	   	30200	124.5	0.0722891566	0.0000136761	0.57426882%	133015	   	30200	170	0.5882352941	0.0000186742	0.76152268%	0.18725386%	36.54623760%
202601	133000	   	30300	106.5	0.0657276995	0.0000116217	0.48800316%	133015	   	30300	106	0.0754716981	0.0000115672	0.47170348%	-0.01629968%	-0.46895033%
202601	133000	   	30400	95	0.0842105263	0.0000102987	0.43244948%	133015	   	30400	94.5	0.1164021164	0.0000102445	0.41776457%	-0.01468491%	-0.52628002%
202601	133000	   	30500	85	0.1176470588	0.0000091543	0.38439534%	133015	   	30500	85	0.1882352941	0.0000091543	0.37330686%	-0.01108847%	0.00000000%
202601	133000	   	30600	75	0.1066666667	0.0000080246	0.33695846%	133015	   	30600	74	0.1351351351	0.0000079176	0.32287498%	-0.01408348%	-1.33339980%
202601	133000	   	30700	101.5	1.3694581281	0.0000107894	0.45305431%	133015	   	30700	114	1.0000000000	0.0000121181	0.49416885%	0.04111454%	12.31486459%
202601	133000	   	30800	62.5	0.0800000000	0.0000066006	0.27716372%	133015	   	30800	71.5	0.3216783217	0.0000075511	0.30792933%	0.03076561%	14.40020604%
202601	133000	   	30900	47.25	0.8783068783	0.0000049578	0.20818142%	133015	   	30900	47.25	0.8783068783	0.0000049578	0.20217611%	-0.00600531%	0.00000000%
202601	133000	   	31000	52	0.1923076923	0.0000054211	0.22763571%	133015	   	31000	52	0.1923076923	0.0000054211	0.22106921%	-0.00656650%	0.00000000%
202601	133000	   	31100	43.25	0.0578034682	0.0000044799	0.18811407%	133015	   	31100	41	0.1707317073	0.0000042469	0.17318604%	-0.01492804%	-5.20100895%
202601	133000	   	31200	39	0.0769230769	0.0000040139	0.16854641%	133015	   	31200	31.25	0.8800000000	0.0000032162	0.13115471%	-0.03739171%	-19.87343980%
202601	133000	   	31300	33	0.1515151515	0.0000033747	0.14170597%	133015	   	31300	27.5	0.9090909091	0.0000056245	0.22936374%	0.08765777%	66.66666667%
202601	133000	   	31400	30.75	0.0813008130	0.0000031246	0.13120410%
202601	133000	   	31500	27.5	0.0727272727	0.0000027766	0.11659134%
202601	133000	   	31600	24.75	0.1010101010	0.0000024832	0.10427127%	133015	   	31600	72	1.4444444444	0.0000144476	0.58916446%	0.48489319%	481.81378866%
202601	133000	   	31700	21.75	0.1609195402	0.0000032527	0.13658310%	133015	   	31700	29.25	0.6666666667	0.0000029162	0.11892089%	-0.01766222%	-10.34525164%
202601	-	   	-	-	----------	----------	----------	133015	   	31800	20	0.2000000000	0.0000089165	0.36360952%	0.36360952%
202601	133000	   	31900	18.25	0.0821917808	0.0000026951	0.11316910%
202601	133000	   	32000	16.75	0.0895522388	0.0000016388	0.06881434%
202601	133000	   	32100	15	0.0666666667	0.0000014584	0.06123922%
202601	133000	   	32200	13.75	0.1090909091	0.0000013286	0.05578883%
202601	133000	   	32300	12.25	0.1224489796	0.0000011764	0.04939784%
202601	133000	   	32400	11.5	0.0869565217	0.0000010975	0.04608478%
202601	133000	   	32500	10.5	0.0952380952	0.0000009959	0.04181852%
202601	133000	   	32600	9.55	0.0942408377	0.0000009003	0.03780421%	133015	   	32600	9.8	0.3469387755	0.0000073907	0.30138831%	0.26358410%	720.91525047%

